,src_node_id,dest_node_id
287,100,103
288,140,784
289,123,206
290,767,787
291,179,876
292,252,292
293,577,955
294,831,868
295,637,951
296,434,448
297,952,982
298,2,852
299,20,535
300,827,907
301,797,807
302,390,649
303,289,613
304,164,369
305,572,608
306,467,484
307,599,601
308,17,31
309,491,494
310,621,792
311,236,308
312,24,939
313,136,173
314,126,257
315,56,118
316,23,359
317,338,369
318,121,129
319,747,989
320,564,575
321,359,399
322,441,520
323,890,941
324,655,795
325,325,410
326,272,691
327,977,985
328,388,838
329,411,751
330,432,825
331,381,913
332,955,996
333,476,909
334,25,101
335,343,349
336,308,760
337,488,862
338,596,605
339,135,169
340,463,550
341,138,405
342,582,594
343,531,742
344,88,137
345,406,652
346,835,880
347,139,823
348,86,424
349,253,441
350,263,672
351,359,821
352,787,798
353,421,740
354,791,958
355,137,187
356,16,227
357,15,47
358,536,601
359,131,572
360,275,492
361,597,603
362,289,308
363,185,389
364,228,295
365,183,767
366,39,371
367,167,392
368,314,850
369,435,968
370,719,848
371,4,103
372,336,390
373,288,295
374,954,959
375,771,797
376,129,726
377,599,613
378,51,135
379,693,746
380,174,205
381,728,742
382,122,364
383,198,199
384,273,292
385,93,445
386,74,457
387,794,968
388,776,820
389,833,876
390,28,524
391,177,976
392,936,938
393,664,671
394,26,31
395,245,407
396,263,286
397,376,701
398,97,134
399,463,501
400,393,647
401,233,454
402,125,724
403,402,841
404,608,947
405,613,617
406,639,989
407,433,791
408,610,715
409,705,739
410,264,420
411,346,389
412,363,619
413,254,276
414,39,610
415,221,605
416,740,757
417,97,595
418,368,800
419,921,955
420,463,514
421,213,861
422,392,640
423,402,508
424,545,598
425,835,884
426,602,613
427,21,459
428,425,564
429,137,200
430,408,411
431,53,92
432,804,934
433,200,213
434,328,420
435,77,98
436,540,604
437,96,904
438,171,491
439,744,796
440,247,274
441,413,420
442,36,937
443,810,818
444,39,46
445,43,161
446,480,502
447,303,407
448,544,829
449,516,612
450,92,662
451,348,784
452,541,983
453,648,787
454,875,889
455,213,392
456,767,811
457,36,647
458,330,422
459,698,758
460,403,428
461,495,702
462,774,841
463,905,954
464,375,408
465,213,503
466,783,959
467,533,674
468,788,997
469,495,813
470,831,907
471,727,748
472,251,273
473,785,815
474,783,810
475,436,447
476,455,495
477,137,610
478,503,507
479,528,653
480,906,925
481,68,566
482,375,596
483,608,612
484,445,518
485,430,472
486,2,241
487,608,753
488,958,962
489,591,862
490,367,958
491,22,111
492,440,948
493,367,813
494,321,901
495,361,390
496,308,703
497,35,91
498,328,580
499,369,945
500,334,495
501,111,161
502,480,790
503,697,702
504,454,935
505,43,468
506,31,689
507,695,716
508,554,998
509,661,848
510,597,846
511,558,578
512,216,606
513,978,983
514,44,853
515,390,865
516,29,33
517,640,767
518,749,920
519,661,686
520,39,74
521,948,956
522,342,393
523,537,611
524,228,274
525,390,515
526,449,451
527,327,488
528,953,979
529,366,388
530,495,858
531,61,216
532,156,206
533,340,793
534,356,438
535,180,196
536,145,859
537,2,744
538,388,399
539,62,252
540,208,274
541,339,417
542,267,710
543,251,309
544,914,939
545,738,815
546,154,846
547,268,323
548,932,953
549,237,949
550,243,570
551,315,923
552,297,610
553,570,929
554,627,660
555,237,972
556,203,632
557,35,157
558,739,757
559,868,969
560,99,792
561,655,943
562,39,720
563,243,875
564,739,872
565,851,878
566,816,910
567,267,459
568,68,110
569,126,192
570,151,841
571,583,720
572,382,391
573,843,873
574,148,179
575,610,612
576,55,277
577,277,791
578,97,539
579,334,356
580,153,285
581,195,236
582,358,366
583,55,392
584,610,989
585,208,916
586,300,301
587,602,605
588,303,894
589,361,815
590,748,939
591,787,823
592,633,667
593,137,160
594,614,782
595,157,195
596,514,520
597,571,593
598,848,849
599,153,938
600,451,851
601,970,995
602,491,904
603,455,875
604,844,906
605,354,390
606,339,724
607,892,902
608,107,696
609,289,297
610,199,368
611,737,835
612,292,604
613,312,517
614,425,441
615,741,743
616,85,131
617,676,802
618,434,447
619,766,790
620,623,647
621,170,389
622,529,590
623,232,323
624,360,394
625,841,848
626,663,665
627,391,960
628,339,389
629,637,662
630,699,741
631,862,889
632,609,619
633,3,176
634,169,220
635,632,659
636,81,776
637,586,879
638,590,847
639,203,295
640,612,991
641,151,207
642,227,417
643,445,496
644,11,630
645,6,858
646,642,702
647,236,307
648,699,967
649,131,187
650,371,536
651,393,910
652,84,135
653,140,169
654,433,447
655,842,983
656,608,700
657,561,955
658,189,604
659,393,797
660,231,251
661,359,400
662,198,772
663,111,541
664,607,610
665,294,854
666,444,509
667,373,399
668,565,753
669,566,602
670,181,762
671,239,308
672,664,969
673,704,752
674,582,720
675,1,31
676,272,852
677,58,484
678,260,892
679,117,571
680,139,165
681,161,981
682,104,781
683,329,523
684,44,98
685,462,467
686,395,414
687,207,607
688,253,297
689,490,939
690,472,527
691,899,909
692,482,523
693,524,570
694,165,746
695,6,456
696,342,480
697,516,519
698,128,483
699,42,500
700,156,408
701,33,219
702,416,586
703,185,390
704,792,803
705,594,608
706,495,679
707,586,608
708,202,839
709,96,359
710,6,523
711,136,720
712,11,933
713,390,748
714,710,743
715,156,182
716,447,917
717,163,876
718,127,393
719,457,661
720,399,604
721,60,466
722,793,995
723,170,370
724,336,389
725,155,456
726,206,921
727,397,416
728,63,807
729,728,741
730,859,886
731,130,430
732,42,618
733,279,783
734,936,937
735,526,665
736,400,608
737,846,956
738,384,973
739,450,939
740,781,811
741,215,619
742,570,586
743,488,611
744,184,422
745,596,798
746,643,951
747,239,464
748,186,194
749,169,786
750,254,275
751,285,291
752,748,853
753,44,78
754,462,503
755,64,391
756,219,222
757,649,917
758,190,493
759,447,486
760,192,291
761,16,81
762,644,668
763,227,852
764,76,91
765,620,666
766,238,323
767,500,808
768,374,771
769,390,558
770,250,269
771,449,488
772,698,757
773,577,996
774,793,801
775,40,990
776,387,806
777,390,703
778,505,959
779,73,643
780,388,406
781,301,627
782,70,205
783,435,892
784,111,921
785,365,505
786,755,817
787,84,97
788,672,676
789,289,797
790,189,941
791,445,519
792,283,346
793,103,111
794,454,465
795,419,938
796,187,190
797,60,954
798,223,664
799,195,705
800,34,711
801,347,392
802,2,97
803,846,864
804,22,110
805,296,323
806,647,657
807,262,447
808,613,959
809,574,657
810,271,645
811,720,748
812,11,66
813,433,820
814,186,222
815,705,720
816,358,488
817,656,897
818,95,747
819,592,595
820,9,754
821,26,566
822,432,722
823,359,916
824,365,597
825,261,304
826,463,910
827,675,782
828,838,848
829,748,962
830,610,801
831,21,496
832,407,897
833,208,816
834,852,992
835,360,929
836,805,820
837,381,414
838,762,763
839,903,917
840,135,547
841,602,866
842,146,252
843,456,483
844,190,211
845,853,919
846,247,494
847,434,513
848,342,408
849,361,609
850,309,705
851,831,838
852,208,499
853,48,102
854,495,863
855,559,596
856,45,814
857,301,712
858,524,957
859,366,532
860,684,691
861,615,667
862,6,579
863,914,938
864,391,612
865,447,832
866,73,925
867,90,611
868,440,467
869,372,393
870,177,683
871,29,652
872,506,723
873,275,776
874,155,210
875,599,797
876,251,647
877,35,444
878,517,520
879,520,737
880,776,891
881,638,672
882,160,210
883,21,874
884,276,557
885,389,758
886,777,828
887,708,978
888,601,608
889,359,372
890,530,550
891,73,89
892,989,991
893,72,923
894,130,184
895,3,704
896,150,189
897,8,179
898,445,777
899,21,80
900,955,974
901,761,789
902,726,783
903,172,430
904,17,671
905,460,503
906,40,243
907,829,854
908,135,195
909,610,611
910,61,851
911,757,760
912,847,882
913,242,307
914,545,560
915,601,924
916,361,816
917,125,217
918,69,609
919,16,28
920,399,402
921,610,845
922,57,472
923,195,318
924,572,918
925,57,327
926,96,112
927,100,105
928,633,890
929,892,901
930,252,294
931,741,744
932,306,619
933,326,872
934,223,242
935,278,517
936,988,996
937,127,622
938,663,666
939,222,424
940,615,647
941,266,778
942,914,918
943,384,408
944,60,294
945,612,881
946,599,607
947,604,801
948,15,576
949,436,615
950,561,606
951,940,983
952,251,556
953,38,632
954,331,452
955,366,939
956,646,777
957,742,996
958,335,396
959,578,579
960,445,608
961,287,303
962,393,798
963,230,289
964,547,611
965,271,803
966,184,212
967,94,850
968,342,728
969,655,793
970,938,945
971,363,742
972,1,97
973,734,915
974,955,994
975,68,73
976,322,470
977,103,627
978,81,93
979,795,809
980,463,603
981,95,590
982,317,608
983,355,391
984,161,180
985,19,178
986,14,619
987,41,537
988,369,390
989,170,181
990,139,762
991,640,690
992,495,565
993,482,748
994,653,663
995,390,969
996,248,773
997,767,781
998,292,631
999,144,762
1000,366,442
1001,766,825
1002,93,635
1003,478,945
1004,447,869
1005,288,289
1006,954,957
1007,850,884
1008,443,444
1009,99,298
1010,259,474
1011,335,373
1012,388,744
1013,175,222
1014,436,756
1015,149,505
1016,845,878
1017,332,771
1018,445,612
1019,374,388
1020,590,596
1021,898,936
1022,716,921
1023,263,276
1024,194,983
1025,359,425
1026,271,831
1027,153,154
1028,82,854
1029,172,728
1030,872,875
1031,251,913
1032,288,758
1033,807,816
1034,643,773
1035,259,542
1036,389,605
1037,510,791
1038,204,600
1039,535,650
1040,613,762
1041,66,619
1042,490,731
1043,403,708
1044,40,187
1045,60,601
1046,44,64
1047,338,799
1048,196,393
1049,111,118
1050,652,654
1051,67,488
1052,195,209
1053,838,875
1054,399,479
1055,314,327
1056,22,638
1057,373,936
1058,412,850
1059,320,889
1060,196,679
1061,62,786
1062,903,938
1063,585,599
1064,146,176
1065,39,435
1066,461,481
1067,710,936
1068,749,852
1069,473,495
1070,533,573
1071,132,254
1072,96,309
1073,576,767
1074,356,412
1075,767,956
1076,17,300
1077,131,320
1078,300,833
1079,251,287
1080,341,413
1081,785,801
1082,19,745
1083,4,69
1084,370,645
1085,479,487
1086,358,768
1087,528,538
1088,15,581
1089,954,985
1090,401,937
1091,164,267
1092,24,783
1093,63,881
1094,178,219
1095,893,936
1096,127,136
1097,385,477
1098,117,410
1099,598,599
1100,183,261
1101,457,511
1102,607,797
1103,776,786
1104,354,875
1105,46,117
1106,488,676
1107,111,619
1108,440,797
1109,332,960
1110,371,432
1111,439,477
1112,22,109
1113,480,737
1114,618,776
1115,570,613
1116,812,996
1117,116,495
1118,440,547
1119,891,937
1120,246,896
1121,336,766
1122,361,392
1123,583,599
1124,575,583
1125,386,483
1126,7,19
1127,303,902
1128,394,944
1129,195,787
1130,473,625
1131,605,810
1132,144,205
1133,348,418
1134,224,275
1135,592,707
1136,473,911
1137,1,998
1138,5,790
1139,243,265
1140,762,777
1141,196,643
1142,805,829
1143,270,440
1144,63,247
1145,692,739
1146,376,406
1147,87,233
1148,732,742
1149,5,76
1150,960,990
1151,157,927
1152,353,946
1153,42,459
1154,831,843
1155,88,872
1156,737,792
1157,641,882
1158,72,308
1159,222,323
1160,315,613
1161,154,931
1162,634,771
1163,269,438
1164,509,787
1165,255,283
1166,150,663
1167,495,954
1168,632,649
1169,391,609
1170,251,422
1171,626,632
1172,445,454
1173,391,756
1174,47,114
1175,251,533
1176,441,785
1177,665,753
1178,456,840
1179,166,622
1180,226,324
1181,136,219
1182,902,944
1183,282,323
1184,237,853
1185,498,989
1186,359,708
1187,773,804
1188,30,775
1189,911,946
1190,325,327
1191,773,947
1192,575,611
1193,830,832
1194,579,610
1195,705,813
1196,390,399
1197,234,773
1198,554,806
1199,643,751
1200,830,913
1201,263,808
1202,433,575
1203,75,916
1204,1,851
1205,224,375
1206,433,654
1207,399,407
1208,165,865
1209,249,978
1210,373,928
1211,303,755
1212,432,459
1213,805,849
1214,515,939
1215,848,851
1216,85,431
1217,875,925
1218,432,444
1219,364,402
1220,1,752
1221,536,562
1222,257,666
1223,9,43
1224,100,108
1225,210,736
1226,389,399
1227,892,904
1228,688,875
1229,58,612
1230,478,827
1231,353,606
1232,444,631
1233,470,471
1234,736,944
1235,841,882
1236,145,185
1237,623,632
1238,143,472
1239,219,890
1240,478,989
1241,581,884
1242,699,739
1243,20,762
1244,525,875
1245,599,608
1246,17,18
1247,418,739
1248,589,610
1249,3,93
1250,881,944
1251,385,389
1252,166,514
1253,335,393
1254,229,652
1255,108,767
1256,240,278
1257,517,741
1258,388,937
1259,230,304
1260,359,398
1261,184,211
1262,389,747
1263,391,393
1264,215,589
1265,239,327
1266,613,632
1267,601,684
1268,786,816
1269,773,776
1270,39,746
1271,3,564
1272,440,619
1273,743,834
1274,565,610
1275,765,778
1276,566,713
1277,398,839
1278,1,17
1279,602,669
1280,58,83
1281,170,521
1282,778,842
1283,795,810
1284,835,875
1285,463,604
1286,913,929
1287,968,971
1288,18,589
1289,425,603
1290,352,418
1291,10,33
1292,210,393
1293,266,399
1294,473,839
1295,110,112
1296,224,252
1297,368,588
1298,137,190
1299,435,447
1300,109,298
1301,415,761
1302,554,589
1303,866,867
1304,662,666
1305,614,689
1306,247,444
1307,175,581
1308,465,618
1309,987,995
1310,253,521
1311,904,914
1312,265,337
1313,487,582
1314,399,832
1315,80,767
1316,300,983
1317,214,773
1318,256,410
1319,495,792
1320,388,444
1321,819,974
1322,145,165
1323,184,734
1324,519,831
1325,70,215
1326,17,495
1327,453,739
1328,771,796
1329,624,944
1330,775,820
1331,650,655
1332,298,476
1333,444,994
1334,47,63
1335,103,359
1336,324,600
1337,367,732
1338,388,743
1339,29,717
1340,149,506
1341,76,684
1342,228,885
1343,430,497
1344,599,838
1345,78,447
1346,664,668
1347,422,797
1348,230,324
1349,175,445
1350,359,426
1351,722,748
1352,613,901
1353,44,388
1354,316,359
1355,389,719
1356,593,601
1357,613,620
1358,225,829
1359,359,652
1360,35,54
1361,385,941
1362,7,56
1363,121,493
1364,217,748
1365,398,875
1366,160,608
1367,773,907
1368,221,608
1369,976,986
1370,463,517
1371,705,900
1372,157,359
1373,584,586
1374,605,613
1375,679,680
1376,403,995
1377,314,439
1378,903,943
1379,9,389
1380,584,880
1381,71,583
1382,190,205
1383,653,805
1384,244,803
1385,875,981
1386,469,902
1387,361,519
1388,437,476
1389,23,533
1390,495,722
1391,443,793
1392,533,574
1393,102,951
1394,464,820
1395,620,954
1396,232,312
1397,70,425
1398,19,855
1399,458,463
1400,116,743
1401,23,887
1402,707,748
1403,251,288
1404,237,287
1405,645,822
1406,616,739
1407,213,216
1408,111,927
1409,492,873
1410,624,964
1411,775,800
1412,646,686
1413,132,812
1414,125,847
1415,142,383
1416,828,868
1417,98,387
1418,159,644
1419,236,509
1420,111,761
1421,46,116
1422,32,33
1423,521,696
1424,391,450
1425,158,459
1426,739,752
1427,206,511
1428,117,816
1429,46,278
1430,414,786
1431,349,459
1432,187,414
1433,630,632
1434,377,516
1435,433,822
1436,92,105
1437,734,986
1438,186,228
1439,601,787
1440,928,938
1441,343,412
1442,334,381
1443,100,691
1444,103,572
1445,588,602
1446,54,78
1447,178,802
1448,109,596
1449,227,643
1450,179,610
1451,839,902
1452,328,385
1453,147,452
1454,369,384
1455,472,561
1456,495,515
1457,460,922
1458,96,118
1459,763,787
1460,29,83
1461,361,611
1462,18,456
1463,611,863
1464,774,793
1465,580,586
1466,952,974
1467,219,756
1468,662,948
1469,387,776
1470,793,831
1471,634,657
1472,24,479
1473,688,952
1474,529,613
1475,192,773
1476,841,855
1477,33,884
1478,568,670
1479,4,19
1480,339,416
1481,707,720
1482,341,434
1483,14,118
1484,391,610
1485,736,762
1486,154,196
1487,27,116
1488,445,455
1489,122,184
1490,784,792
1491,329,376
1492,20,955
1493,456,839
1494,26,442
1495,832,848
1496,280,501
1497,525,934
1498,393,868
1499,450,887
1500,672,936
1501,287,324
1502,677,976
1503,108,675
1504,890,917
1505,564,600
1506,32,406
1507,55,95
1508,739,756
1509,601,721
1510,252,557
1511,657,675
1512,158,352
1513,52,965
1514,114,516
1515,610,647
1516,955,972
1517,424,445
1518,393,465
1519,31,103
1520,748,753
1521,198,736
1522,553,995
1523,406,515
1524,455,686
1525,100,687
1526,619,767
1527,601,926
1528,34,45
1529,734,736
1530,10,12
1531,447,465
1532,139,994
1533,399,408
1534,472,616
1535,134,171
1536,157,222
1537,514,517
1538,571,608
1539,347,768
1540,438,549
1541,260,733
1542,357,437
1543,848,963
1544,100,107
1545,767,791
1546,584,965
1547,289,300
1548,132,168
1549,792,796
1550,831,872
1551,330,355
1552,24,483
1553,444,743
1554,417,575
1555,707,724
1556,84,317
1557,71,75
1558,663,783
1559,275,584
1560,456,517
1561,150,682
1562,137,573
1563,599,605
1564,604,803
1565,568,904
1566,538,721
1567,262,817
1568,833,917
1569,642,691
1570,237,517
1571,385,390
1572,635,660
1573,380,801
1574,251,665
1575,435,612
1576,338,373
1577,560,578
1578,232,657
1579,164,177
1580,149,197
1581,389,748
1582,410,785
1583,230,448
1584,608,859
1585,402,754
1586,169,825
1587,588,772
1588,488,858
1589,493,710
1590,553,991
1591,356,712
1592,34,96
1593,186,389
1594,277,822
1595,835,876
1596,588,610
1597,631,642
1598,373,846
1599,139,902
1600,89,745
1601,856,881
1602,228,256
1603,376,432
1604,679,923
1605,389,477
1606,33,111
1607,89,775
1608,20,345
1609,724,749
1610,461,511
1611,194,222
1612,192,639
1613,124,285
1614,516,665
1615,38,69
1616,366,440
1617,40,571
1618,979,995
1619,374,989
1620,231,640
1621,213,479
1622,124,654
1623,623,674
1624,128,206
1625,456,715
1626,792,941
1627,404,984
1628,304,887
1629,41,87
1630,495,904
1631,140,411
1632,141,178
1633,771,793
1634,231,297
1635,94,97
1636,496,957
1637,98,102
1638,506,649
1639,326,414
1640,242,851
1641,23,408
1642,263,391
1643,387,419
1644,854,889
1645,604,606
1646,397,592
1647,475,668
1648,349,369
1649,100,811
1650,122,571
1651,621,677
1652,593,602
1653,863,890
1654,333,820
1655,209,226
1656,316,584
1657,66,617
1658,445,930
1659,549,576
1660,657,808
1661,385,635
1662,270,402
1663,696,720
1664,571,933
1665,848,869
1666,540,608
1667,374,750
1668,390,777
1669,661,662
1670,456,508
1671,662,701
1672,951,956
1673,370,895
1674,66,70
1675,248,886
1676,143,196
1677,737,927
1678,146,174
1679,401,495
1680,299,454
1681,434,619
1682,896,911
1683,366,412
1684,15,297
1685,218,349
1686,667,668
1687,388,407
1688,576,586
1689,237,288
1690,771,846
1691,632,679
1692,29,564
1693,954,991
1694,589,604
1695,496,612
1696,28,718
1697,729,879
1698,397,447
1699,36,199
1700,259,444
1701,36,88
1702,350,364
1703,702,759
1704,901,910
1705,230,278
1706,103,110
1707,547,570
1708,359,508
1709,184,229
1710,55,116
1711,93,163
1712,333,626
1713,739,749
1714,337,373
1715,103,848
1716,361,379
1717,894,945
1718,487,495
1719,475,495
1720,458,757
1721,851,902
1722,545,825
1723,731,736
1724,583,597
1725,532,547
1726,437,807
1727,959,1000
1728,705,707
1729,503,548
1730,55,269
1731,592,608
1732,377,739
1733,196,359
1734,588,601
1735,182,904
1736,10,239
1737,450,504
1738,799,815
1739,20,70
1740,973,998
1741,866,976
1742,43,111
1743,762,783
1744,908,915
1745,328,388
1746,459,511
1747,139,557
1748,625,642
1749,508,776
1750,37,536
1751,75,687
1752,554,652
1753,495,516
1754,333,363
1755,763,788
1756,305,936
1757,447,743
1758,161,476
1759,383,737
1760,774,776
1761,633,976
1762,192,695
1763,15,406
1764,279,287
1765,50,583
1766,836,868
1767,841,856
1768,363,392
1769,75,99
1770,632,651
1771,176,481
1772,534,767
1773,607,989
1774,399,642
1775,3,119
1776,154,195
1777,445,456
1778,287,423
1779,397,419
1780,479,739
1781,873,886
1782,97,100
1783,226,322
1784,798,988
1785,287,321
1786,160,211
1787,362,386
1788,825,872
1789,346,773
1790,573,810
1791,368,416
1792,958,994
1793,526,734
1794,344,391
1795,347,359
1796,400,401
1797,4,656
1798,484,516
1799,451,457
1800,217,903
1801,656,708
1802,268,771
1803,201,256
1804,773,814
1805,761,792
1806,364,967
1807,247,914
1808,213,802
1809,697,751
1810,459,674
1811,22,722
1812,320,989
1813,358,362
1814,87,954
1815,199,680
1816,399,486
1817,157,176
1818,856,880
1819,787,819
1820,243,299
1821,743,744
1822,181,213
1823,41,576
1824,557,608
1825,317,917
1826,376,380
1827,70,701
1828,52,162
1829,270,299
1830,696,982
1831,917,935
1832,409,802
1833,24,397
1834,18,52
1835,76,838
1836,628,817
1837,335,979
1838,17,374
1839,595,703
1840,61,103
1841,145,202
1842,741,856
1843,280,310
1844,289,745
1845,220,573
1846,185,810
1847,175,197
1848,422,918
1849,543,724
1850,72,854
1851,543,611
1852,485,495
1853,359,388
1854,458,595
1855,868,924
1856,894,904
1857,846,869
1858,138,702
1859,246,901
1860,361,435
1861,510,784
1862,21,111
1863,704,748
1864,686,781
1865,429,508
1866,47,959
1867,342,567
1868,700,913
1869,830,834
1870,226,810
1871,652,790
1872,601,972
1873,148,211
1874,257,316
1875,438,501
1876,49,702
1877,913,931
1878,360,776
1879,195,204
1880,162,499
1881,402,420
1882,147,359
1883,482,926
1884,355,390
1885,263,657
1886,787,791
1887,696,747
1888,899,905
1889,425,748
1890,482,527
1891,435,445
1892,951,989
1893,438,520
1894,442,573
1895,208,658
1896,86,118
1897,195,285
1898,766,980
1899,987,993
1900,110,144
1901,278,836
1902,354,422
1903,461,512
1904,724,752
1905,327,401
1906,889,926
1907,780,799
1908,228,302
1909,287,803
1910,615,674
1911,569,590
1912,90,559
1913,2,605
1914,207,408
1915,283,432
1916,598,719
1917,289,757
1918,74,99
1919,441,860
1920,186,665
1921,103,248
1922,234,357
1923,71,338
1924,764,793
1925,430,495
1926,341,576
1927,435,517
1928,949,959
1929,371,391
1930,479,838
1931,46,159
1932,608,809
1933,151,444
1934,120,695
1935,239,353
1936,518,662
1937,184,418
1938,682,832
1939,389,608
1940,891,916
1941,448,509
1942,143,619
1943,587,613
1944,773,998
1945,384,815
1946,405,418
1947,446,524
1948,743,868
1949,212,922
1950,488,893
1951,100,665
1952,48,665
1953,748,841
1954,438,457
1955,369,632
1956,120,251
1957,548,626
1958,201,613
1959,130,697
1960,706,730
1961,762,882
1962,137,205
1963,338,574
1964,320,870
1965,435,466
1966,364,574
1967,922,994
1968,495,502
1969,318,389
1970,364,459
1971,661,663
1972,260,280
1973,495,613
1974,948,980
1975,308,433
1976,827,989
1977,300,821
1978,909,927
1979,269,318
1980,360,381
1981,606,613
1982,143,483
1983,165,383
1984,4,57
1985,388,410
1986,616,656
1987,218,461
1988,165,206
1989,736,887
1990,617,647
1991,568,602
1992,440,459
1993,60,367
1994,82,747
1995,227,502
1996,228,949
1997,747,749
1998,341,382
1999,187,215
2000,776,787
2001,173,486
2002,454,477
2003,613,812
2004,387,392
2005,811,928
2006,12,63
2007,530,574
2008,347,388
2009,608,781
2010,190,984
2011,444,460
2012,618,773
2013,11,251
2014,376,525
2015,573,613
2016,282,390
2017,30,832
2018,380,423
2019,433,824
2020,238,957
2021,77,511
2022,704,804
2023,26,905
2024,111,166
2025,438,444
2026,465,504
2027,619,665
2028,644,990
2029,328,349
2030,838,844
2031,697,818
2032,126,618
2033,696,702
2034,649,949
2035,333,390
2036,762,782
2037,633,644
2038,435,502
2039,571,954
2040,369,370
2041,848,892
2042,205,208
2043,297,495
2044,762,767
2045,390,876
2046,692,744
2047,9,50
2048,389,406
2049,214,217
2050,948,959
2051,625,786
2052,313,648
2053,223,399
2054,487,516
2055,18,87
2056,495,867
2057,559,600
2058,154,567
2059,707,718
2060,103,451
2061,546,714
2062,14,116
2063,36,392
2064,534,653
2065,572,586
2066,771,815
2067,440,442
2068,335,658
2069,632,646
2070,690,903
2071,598,790
2072,17,72
2073,111,812
2074,975,977
2075,383,416
2076,638,668
2077,233,613
2078,113,767
2079,116,178
2080,284,786
2081,251,984
2082,235,433
2083,11,98
2084,158,207
2085,610,758
2086,473,592
2087,144,189
2088,817,825
2089,658,662
2090,839,853
2091,575,979
2092,723,738
2093,715,722
2094,848,864
2095,43,211
2096,770,802
2097,76,103
2098,512,875
2099,95,263
2100,749,776
2101,52,210
2102,289,302
2103,327,438
2104,147,200
2105,662,869
2106,390,610
2107,106,941
2108,585,848
2109,399,978
2110,119,955
2111,85,255
2112,198,314
2113,90,673
2114,71,73
2115,111,998
2116,467,478
2117,287,625
2118,419,665
2119,665,673
2120,456,920
2121,13,33
2122,108,355
2123,435,655
2124,772,790
2125,578,583
2126,448,661
2127,694,845
2128,442,460
2129,259,276
2130,262,721
2131,316,495
2132,543,612
2133,138,963
2134,146,868
2135,574,612
2136,225,933
2137,552,577
