node_id,random_community_feature,community_id,is_outlier
82,-7.661360369452704,5,0
95,4.817089704924338,5,0
100,-10.486686726013431,5,0
107,-14.8415831727195,5,0
110,-0.6160129597595656,5,0
112,-6.08994930717877,5,0
114,-16.869587209158468,5,0
130,-3.487458191227285,5,0
140,0.7018094882171271,5,0
176,-8.631348412094876,5,0
234,5.044525891376623,5,0
240,4.938763085313467,5,0
251,-10.783649342884601,5,0
267,0.15464377002034624,5,0
275,-20.66690313355904,5,0
320,-4.724930364896653,5,0
329,-11.248549558523628,5,0
351,0.8806642764814105,5,0
389,-12.068780493760443,5,0
413,1.3026041719571548,5,0
421,-11.565268030316574,5,0
438,-8.93236882140562,5,0
454,-11.231583261918061,5,0
470,-4.3720680965159655,5,0
513,-15.573273930603314,5,0
520,-1.3759530725166442,5,0
528,-10.655824341931183,5,0
529,9.835775479394869,5,0
530,-7.654414823371122,5,0
553,-11.289138791662493,5,0
569,-2.5425235148926912,5,0
578,-11.768468231628695,5,0
591,-1.7524806888271405,5,0
604,-9.076289057843525,5,0
609,-2.493974082307161,5,0
613,-5.526075051975614,5,0
627,-2.085680267425311,5,0
644,-10.723445718924792,5,0
649,-10.554015355255814,5,0
681,4.1943545708325916,5,0
705,3.792959006027341,5,0
711,0.5538945293137365,5,0
713,-9.948622459857265,5,0
731,3.0401897616210976,5,0
743,-8.23320245927179,5,0
745,-6.9505043770608275,5,0
749,1.5176597302728592,5,0
763,-6.702665625052175,5,0
771,-6.195189657134275,5,0
773,-8.187736199865801,5,0
800,-10.601448806344195,5,0
822,-10.87454850868571,5,0
835,-8.40843580259543,5,0
871,-4.854030631751252,5,0
873,-8.060069474197762,5,0
875,-14.20785660826914,5,0
900,-6.9701281481612885,5,0
910,-7.504066458948373,5,0
926,-5.4287986799128225,5,0
966,-2.744401877384375,5,0
969,-3.8549412113005377,5,0
984,-11.738320286695362,5,0
2,-25.762147376889036,6,0
8,-27.70649474337828,6,0
51,-26.136121591313483,6,0
59,-27.181778425511567,6,0
62,-27.139936622232753,6,0
85,-26.91733394599346,6,0
86,-26.70716336523455,6,0
108,-26.825037761995215,6,0
123,-24.00899130902869,6,0
128,-25.339261909103595,6,0
145,-22.31313875532162,6,0
178,-27.025762329476432,6,0
225,-23.187297734649743,6,0
248,-25.868086120005046,6,0
252,-23.88051163889957,6,0
254,-23.846267473390466,6,0
256,-24.720180927755354,6,0
274,-25.021179948992774,6,0
284,-24.233866081228662,6,0
309,-24.40384571480713,6,0
313,-26.06286876650002,6,0
394,-25.400538022018367,6,0
399,-24.035153523921675,6,0
401,-26.459764879018223,6,0
427,-26.51906409077745,6,0
431,-23.497247335736027,6,0
436,-21.573171534974396,6,0
447,-24.59301679436696,6,0
461,-25.71847896306389,6,0
463,-22.931005456680342,6,0
484,-24.972925973623855,6,0
494,-24.35850753748482,6,0
501,-28.642741150594922,6,0
503,-21.912774209613822,6,0
507,-24.96938316473677,6,0
509,-25.26919608646174,6,0
511,-27.968390594082237,6,0
576,-27.47731383216468,6,0
595,-27.714543840705474,6,0
603,-25.638944308014114,6,0
612,-24.7150466792282,6,0
620,-24.12783943834168,6,0
623,-23.172733392320197,6,0
629,-22.564371872010557,6,0
635,-24.04987167085855,6,0
662,-24.321026390138865,6,0
685,-26.270203499641976,6,0
691,-26.139746465722173,6,0
698,-27.27565187586039,6,0
706,-23.912079224271746,6,0
712,-23.350798010814092,6,0
719,-22.736740840219106,6,0
722,-26.048039991342925,6,0
730,-25.84520680055882,6,0
791,-26.6179518011166,6,0
794,-27.3245973578138,6,0
797,-22.332724912806555,6,0
798,-23.97968445388439,6,0
818,-24.814248658832224,6,0
828,-28.358358409328783,6,0
865,-27.56916934770804,6,0
877,-23.878965315720578,6,0
892,-25.46903607688226,6,0
897,-21.776729144118235,6,0
905,-24.78703990305828,6,0
908,-21.07720702740044,6,0
918,-21.944903839629344,6,0
964,-25.770678382438227,6,0
967,-22.639806738864678,6,0
980,-24.31490444013172,6,0
7,64.57287143156816,7,0
15,59.08270429586895,7,0
27,65.23951018275648,7,0
53,62.95856005264687,7,0
104,60.25823888761952,7,0
152,62.22362322744285,7,0
185,60.56624203111686,7,0
196,63.15253215655049,7,0
218,61.47547864374448,7,0
222,64.79718831770451,7,0
228,68.17166648988321,7,0
230,62.39045182209796,7,0
253,63.71100530986232,7,0
349,62.47685315274651,7,0
362,60.273729079915896,7,0
370,62.740062648257826,7,0
373,63.97086731923701,7,0
375,63.64673780218308,7,0
403,61.926742121095984,7,0
451,61.15127812470487,7,0
457,66.09719781009626,7,0
471,63.85175983564735,7,0
472,64.9817263991771,7,0
499,59.91087980188844,7,0
526,65.08219605224224,7,0
533,57.90082423271346,7,0
585,62.72668728456059,7,0
589,61.60962472465851,7,0
597,61.93960373013352,7,0
616,60.512308658404315,7,0
634,63.85605699709884,7,0
667,62.877755396688876,7,0
692,62.022788812705606,7,0
746,66.68402519987164,7,0
776,64.13321620123986,7,0
781,61.99319711588539,7,0
786,61.507726043402904,7,0
789,56.5843676802492,7,0
790,59.93936175266208,7,0
796,60.336690622669664,7,0
819,59.51551290506514,7,0
829,61.265036381158694,7,0
831,66.0738559122579,7,0
837,62.81745070628561,7,0
838,60.951550036295295,7,0
850,58.83102590891085,7,0
857,63.9081668521809,7,0
858,60.96220422378845,7,0
864,66.1964832740823,7,0
870,61.929416653359176,7,0
880,65.10906841691619,7,0
885,62.7142032566439,7,0
936,61.72490288122035,7,0
941,61.850717033015634,7,0
943,63.09534561173943,7,0
944,61.46926318890669,7,0
947,57.63017716188563,7,0
952,56.83919101707073,7,0
955,59.74827056447495,7,0
961,59.498007246325756,7,0
968,62.058122010493356,7,0
973,61.21084054979724,7,0
988,62.764906209558845,7,0
993,60.98120905088441,7,0
1,37.32736911790256,8,0
4,23.13996325384055,8,0
6,12.285471073298766,8,0
30,4.255436929245819,8,0
38,41.68307637374364,8,0
50,11.047965084819957,8,0
68,30.083011094325762,8,0
70,13.362937748498954,8,0
91,25.37501657515312,8,0
99,5.018941481884799,8,0
135,8.66381774157926,8,0
155,-1.025157804708165,8,0
165,-2.13190945640088,8,0
187,-0.3200507904278922,8,0
216,65.4859440310695,8,0
231,-4.314144617076973,8,0
233,23.97112395930182,8,0
247,6.988850736764235,8,0
285,19.045745345809323,8,0
317,13.3898401157865,8,0
328,-7.105031388128658,8,0
333,4.181590054654491,8,0
348,33.78469888991472,8,0
359,14.69267178937795,8,0
383,15.589399886382584,8,0
407,33.435859472574066,8,0
420,25.985648283076593,8,0
433,34.85748875074097,8,0
442,2.3019644026723736,8,0
446,-7.4910938302030985,8,0
474,-14.375926341602153,8,0
480,14.019529136025564,8,0
485,16.60391817427045,8,0
519,29.28974383000399,8,0
531,10.016801094492562,8,0
570,15.932002203953024,8,0
582,16.48941645050677,8,0
587,10.57287362206506,8,0
632,2.074454910223558,8,0
715,22.02907409432695,8,0
720,30.136502077836973,8,0
723,1.0092363115868093,8,0
725,30.370051107539652,8,0
729,26.049601494810055,8,0
772,47.86659133213908,8,0
780,32.91696773464071,8,0
804,1.152094651996343,8,0
805,27.061929023347183,8,0
810,-9.147033303043816,8,0
825,-13.485002239386649,8,0
830,-5.367193190024871,8,0
841,8.83494094353553,8,0
848,46.16210226546149,8,0
863,7.421353282250051,8,0
893,24.14971667433553,8,0
901,25.883681532211178,8,0
907,-18.023175242122083,8,0
917,13.296312547657914,8,0
934,-28.32052396793163,8,0
951,9.809670446402713,8,0
998,11.45950737569343,8,0
5,14.591529391661703,9,0
22,15.927334228171278,9,0
69,16.65889994984407,9,0
87,14.890278976691905,9,0
90,16.475392577696688,9,0
92,16.514432446664404,9,0
96,15.344012052712195,9,0
119,16.912004567087237,9,0
129,14.757172048442255,9,0
149,16.345977340995265,9,0
151,15.766221706561094,9,0
156,15.826915137837977,9,0
163,16.295131353715412,9,0
186,16.121392755449147,9,0
189,13.958221322198737,9,0
194,14.619861146165281,9,0
195,14.834821829655162,9,0
255,15.674274968552128,9,0
257,16.684237525311904,9,0
266,16.961326136358878,9,0
296,16.576585663584833,9,0
303,16.082980720387,9,0
311,14.944489310325803,9,0
380,17.08312157194802,9,0
448,16.014195165679595,9,0
453,14.678350676481163,9,0
464,15.292692862727934,9,0
479,17.119608351817142,9,0
502,17.334147287173362,9,0
508,14.97863578668121,9,0
514,18.004216128465536,9,0
527,16.81510513458314,9,0
539,16.473636771994176,9,0
562,14.74648690336286,9,0
611,18.047883537272334,9,0
617,15.855994279314396,9,0
621,15.161662298432276,9,0
628,15.477742712078616,9,0
638,15.804654053824903,9,0
648,14.92445033597061,9,0
650,16.519171309551336,9,0
653,15.792391805433077,9,0
655,14.187029409276967,9,0
680,15.040368810159988,9,0
693,14.781049435367107,9,0
694,15.105975925387716,9,0
718,15.362566962547902,9,0
735,16.095223342125546,9,0
775,15.616017901008057,9,0
799,15.72310458817252,9,0
836,15.164171730877866,9,0
856,16.59160197757627,9,0
867,15.63349946111501,9,0
904,17.886895839957443,9,0
912,15.020650278599451,9,0
931,15.868132976118343,9,0
960,17.201321249120756,9,0
982,14.769717722430856,9,0
999,14.96368704633198,9,0
19,-33.02410160418704,10,0
32,-33.717447091571145,10,0
66,-33.21843971980014,10,0
71,-33.433499104278646,10,0
77,-33.89985197223895,10,0
157,-33.24504148283958,10,0
164,-33.66873512894282,10,0
168,-34.08946264890348,10,0
181,-33.752763436631376,10,0
206,-34.251731611283894,10,0
215,-34.29451281368744,10,0
243,-33.425417912411675,10,0
261,-33.187289104112466,10,0
315,-33.96780989668362,10,0
342,-33.61966977013563,10,0
350,-33.86984817034366,10,0
353,-33.56954820843322,10,0
357,-32.70604275781237,10,0
363,-34.15322955515639,10,0
384,-33.17890437864699,10,0
396,-32.86225003929292,10,0
405,-34.52624648195723,10,0
424,-33.08184723399266,10,0
459,-31.93827821597735,10,0
483,-33.976167589270005,10,0
488,-32.82639432628878,10,0
490,-32.88249155467851,10,0
493,-33.19898456802647,10,0
495,-34.12827491584874,10,0
525,-33.59596676735559,10,0
543,-34.618209061418895,10,0
548,-33.622726716583635,10,0
630,-33.143181263405395,10,0
641,-34.25469060555246,10,0
646,-33.51737731897398,10,0
656,-34.30423048085365,10,0
690,-34.61708406157698,10,0
708,-33.94431749976179,10,0
721,-34.151613022499546,10,0
726,-33.79624557124032,10,0
732,-34.043787788477985,10,0
733,-33.688696678331524,10,0
742,-32.99121721466336,10,0
750,-33.161341534479945,10,0
755,-32.90931313601153,10,0
766,-34.0537411869844,10,0
777,-32.268596954542446,10,0
779,-33.53366348137238,10,0
787,-34.082468034365625,10,0
823,-33.43259736144365,10,0
826,-34.3402254469788,10,0
854,-34.43221545143021,10,0
866,-34.02712693706872,10,0
891,-33.57100061325336,10,0
932,-33.58260051239295,10,0
963,-34.41236310377154,10,0
981,-33.305793405772405,10,0
989,-33.247103282134205,10,0
39,-0.0729863795712351,11,0
121,20.31204614628233,11,0
127,-18.009569507072786,11,0
154,14.5046594652764,11,0
173,1.3072240116017895,11,0
201,-37.1763410945816,11,0
208,-36.221348413791844,11,0
214,0.5081354144144647,11,0
220,-18.17612492991775,11,0
268,-66.36272088664263,11,0
269,-3.6312820124505683,11,0
287,-3.5362136127373427,11,0
304,-5.121299733145134,11,0
336,28.63160375122353,11,0
346,-20.284676343639333,11,0
369,-49.21874335722083,11,0
379,5.962178160195123,11,0
414,-6.2215172021016265,11,0
418,5.111224928234114,11,0
423,6.296140395214515,11,0
425,-6.357233333765796,11,0
432,-24.176124729415747,11,0
475,-11.82479523257073,11,0
481,-14.179293799290143,11,0
504,-21.760279564195596,11,0
512,-6.171452258596862,11,0
534,-13.205049132159557,11,0
554,-8.920384929708183,11,0
556,-37.87474780025649,11,0
564,-17.42115873353262,11,0
567,-39.307396124286456,11,0
577,-37.06935678201237,11,0
588,24.842268271461606,11,0
624,-36.0105242869677,11,0
645,2.1856659484181797,11,0
675,-52.97321160908205,11,0
765,-12.792407887424872,11,0
769,16.353487037796068,11,0
803,9.793536507066769,11,0
813,-29.010151119063288,11,0
814,10.01942954022515,11,0
816,-19.627336179439972,11,0
820,-34.75151558167943,11,0
847,-40.86166809296424,11,0
851,-61.207541924858816,11,0
884,1.7762711575226273,11,0
886,9.559609943335708,11,0
899,32.323335529836655,11,0
906,-19.08899272254002,11,0
913,-18.490537118931815,11,0
915,-24.367794131935682,11,0
935,-2.22083148665757,11,0
940,-6.175431546426258,11,0
948,-48.421274901833186,11,0
976,1.9707400237046855,11,0
0,18.05421605689811,12,0
3,13.00316901300269,12,0
47,16.849496312615514,12,0
67,17.9824148862134,12,0
76,21.41191769414807,12,0
79,17.765765585514973,12,0
81,18.992257143179657,12,0
105,11.479603362984605,12,0
111,13.686919246365319,12,0
113,14.906832490252873,12,0
120,10.019730628453758,12,0
169,19.27594616119984,12,0
197,20.50185278539243,12,0
209,27.328081626075445,12,0
217,14.955357905079431,12,0
219,18.544486515648295,12,0
270,14.333302316613274,12,0
278,19.213477633145402,12,0
281,15.307213292377185,12,0
294,17.78573812328618,12,0
301,16.71799882669555,12,0
316,17.109659756522063,12,0
325,18.45172491427118,12,0
334,16.253518249379496,12,0
335,18.229838727973576,12,0
340,17.96635835480589,12,0
343,15.621145979429244,12,0
381,18.457508201857838,12,0
412,13.648495957292727,12,0
439,11.80707628338422,12,0
440,14.151650142169643,12,0
469,12.109324445604699,12,0
492,13.92975447923336,12,0
510,17.726512913711186,12,0
544,23.616299454874387,12,0
590,19.395682358436286,12,0
600,18.59268038994346,12,0
606,16.172973587937676,12,0
615,15.743675663712134,12,0
619,18.254911945464375,12,0
622,18.60661788650975,12,0
626,20.407895166396372,12,0
660,14.148350746384185,12,0
695,23.410672634150206,12,0
728,20.1271923604866,12,0
738,16.224626185282613,12,0
761,15.20092836657082,12,0
782,23.464362085731953,12,0
860,22.18307813937889,12,0
868,12.46628568876925,12,0
896,20.171362289266824,12,0
957,17.591619860392672,12,0
978,23.384089186583815,12,0
996,17.807780530886877,12,0
16,-2.38968182683069,13,0
44,2.544275201015904,13,0
78,-12.052250488811161,13,0
97,2.792523784676506,13,0
125,-12.66278393281565,13,0
133,4.1178966003933,13,0
184,-5.799351144356622,13,0
188,-4.271598880960297,13,0
207,-7.558961772116286,13,0
212,-5.248579699815094,13,0
238,-6.7893372957272815,13,0
259,-16.039861903295407,13,0
260,-10.913857173444814,13,0
292,-9.269096307481956,13,0
298,-2.045046052989951,13,0
305,0.05416603506024664,13,0
326,-6.700363165683324,13,0
330,-1.0955510513264661,13,0
338,-0.5557933867726792,13,0
361,-6.71124055823717,13,0
372,-23.917474471696423,13,0
416,-3.9229978011965128,13,0
449,7.569061740644366,13,0
455,-8.58040800215458,13,0
468,1.78823229864458,13,0
505,-9.941129328219054,13,0
521,-9.531683558764765,13,0
535,12.890042033519286,13,0
574,-4.796336955840775,13,0
614,-11.836877310455046,13,0
661,5.066727236209277,13,0
673,-1.6880060127051637,13,0
727,-1.02999019403464,13,0
747,-19.54771919156797,13,0
774,-6.970989431185588,13,0
808,-3.640435136320048,13,0
845,-5.50401490702046,13,0
889,-12.419490380189274,13,0
916,-6.892570094074262,13,0
925,7.461189881505979,13,0
933,-7.365408349972839,13,0
945,0.9970544407455542,13,0
949,8.048732761562228,13,0
956,-5.358062279840256,13,0
990,-5.334467973906752,13,0
28,41.817182878036185,14,0
31,49.04129085586601,14,0
37,40.22721585564966,14,0
98,31.04881377708783,14,0
138,31.999575843470115,14,0
